,Date,Account Number,Balance,AccountType_actual,AccountType
29999,2014-08-31,91,-110424.61096162211,Personal,Sole Trader
30000,2014-09-01,91,-267477.171885552,Personal,Sole Trader
30001,2014-09-02,91,-278223.2106651169,Personal,Sole Trader
30002,2014-09-03,91,-12585.579503156972,Personal,Sole Trader
30003,2014-09-04,91,-49149.065833251865,Personal,Sole Trader
30004,2014-09-05,91,-124154.06057891711,Personal,Sole Trader
30005,2014-09-06,91,160705.20292703918,Personal,Sole Trader
30006,2014-09-07,91,-28.990879216900794,Personal,Sole Trader
30007,2014-09-09,91,-24330.658919306297,Personal,Sole Trader
30008,2014-09-11,91,-198055.18496347094,Personal,Sole Trader
30009,2014-09-12,91,-283369.2609468128,Personal,Sole Trader
30010,2014-09-13,91,135632.84003308846,Personal,Sole Trader
30011,2014-09-14,91,-221729.7777066311,Personal,Sole Trader
30012,2014-09-15,91,-64142.26733773417,Personal,Sole Trader
30013,2014-09-17,91,28652.000650894624,Personal,Sole Trader
30014,2014-09-17,91,-584.7220376306213,Personal,Sole Trader
30015,2014-09-18,91,-109408.85789985479,Personal,Sole Trader
30016,2014-09-18,91,-155778.2660718942,Personal,Sole Trader
30017,2014-09-19,91,-50347.85588602896,Personal,Sole Trader
30018,2014-09-20,91,84173.26849603077,Personal,Sole Trader
30019,2014-09-21,91,-122789.41666156752,Personal,Sole Trader
30020,2014-09-22,91,98946.60696297674,Personal,Sole Trader
30021,2014-09-23,91,162602.4225378686,Personal,Sole Trader
30022,2014-09-25,91,-230053.01084244935,Personal,Sole Trader
30023,2014-09-25,91,-320837.4553330685,Personal,Sole Trader
30024,2014-09-27,91,-204295.86366551992,Personal,Sole Trader
30025,2014-09-27,91,74215.39619108173,Personal,Sole Trader
30026,2014-09-28,91,133173.775208842,Personal,Sole Trader
30027,2014-09-28,91,-88942.0081632259,Personal,Sole Trader
30028,2014-09-29,91,-19058.804870091903,Personal,Sole Trader
30029,2014-09-30,91,-16338.637504859595,Personal,Sole Trader
30030,2014-10-02,91,-110435.46239699222,Personal,Sole Trader
30031,2014-10-03,91,-15941.770550455782,Personal,Sole Trader
30032,2014-10-04,91,-41498.996226862975,Personal,Sole Trader
30033,2014-10-05,91,-36464.36548725562,Personal,Sole Trader
30034,2014-10-06,91,-86994.9853228993,Personal,Sole Trader
30035,2014-10-07,91,-204295.86366551992,Personal,Sole Trader
30036,2014-10-08,91,81259.25319484907,Personal,Sole Trader
30037,2014-10-09,91,-295311.79194722476,Personal,Sole Trader
30038,2014-10-11,91,-74863.19192779042,Personal,Sole Trader
30039,2014-10-12,91,-148104.6462188742,Personal,Sole Trader
30040,2014-10-13,91,-424620.9779945811,Personal,Sole Trader
30041,2014-10-14,91,1028.5584294190921,Personal,Sole Trader
30042,2014-10-14,91,-91540.03614489865,Personal,Sole Trader
30043,2014-10-15,91,-204295.86366551992,Personal,Sole Trader
30044,2014-10-16,91,57979.867298442754,Personal,Sole Trader
30045,2014-10-17,91,-122312.82911084154,Personal,Sole Trader
30046,2014-10-18,91,-212771.5230269009,Personal,Sole Trader
30047,2014-10-18,91,119810.71843570663,Personal,Sole Trader
30048,2014-10-20,91,-45596.445585060166,Personal,Sole Trader
30049,2014-10-21,91,-8182.48813043983,Personal,Sole Trader
30050,2014-10-22,91,-204295.86366551992,Personal,Sole Trader
30051,2014-10-23,91,107046.1912060082,Personal,Sole Trader
30052,2014-10-24,91,115891.00182212563,Personal,Sole Trader
30053,2014-10-25,91,7158.829850141687,Personal,Sole Trader
30054,2014-10-26,91,-112910.82461950909,Personal,Sole Trader
30055,2014-10-27,91,196409.4620770162,Personal,Sole Trader
30056,2014-10-28,91,-319337.3861096563,Personal,Sole Trader
30057,2014-10-29,91,-100593.73689189086,Personal,Sole Trader
30058,2014-10-30,91,-65919.23037002157,Personal,Sole Trader
30059,2014-10-31,91,35829.35460397272,Personal,Sole Trader
30060,2014-11-01,91,216019.54442717915,Personal,Sole Trader
30061,2014-11-02,91,-61675.185408251564,Personal,Sole Trader
30062,2014-11-02,91,-28023.36593437026,Personal,Sole Trader
30063,2014-11-03,91,84304.5587168801,Personal,Sole Trader
30064,2014-11-05,91,-22690.938201149518,Personal,Sole Trader
30065,2014-11-05,91,-73293.44879612025,Personal,Sole Trader
30066,2014-11-06,91,-80884.169554025,Personal,Sole Trader
30067,2014-11-07,91,24163.29226291587,Personal,Sole Trader
30068,2014-11-08,91,-99036.39395455689,Personal,Sole Trader
30069,2014-11-08,91,-226676.51384426205,Personal,Sole Trader
30070,2014-11-10,91,-5790.981589458475,Personal,Sole Trader
30071,2014-11-11,91,-260121.15390795658,Personal,Sole Trader
30072,2014-11-11,91,255841.68035753322,Personal,Sole Trader
30073,2014-11-13,91,233893.3161372621,Personal,Sole Trader
30074,2014-11-14,91,-42806.32087855649,Personal,Sole Trader
30075,2014-11-15,91,-126331.43853957963,Personal,Sole Trader
30076,2014-11-16,91,260277.6904502351,Personal,Sole Trader
30077,2014-11-17,91,50309.90676807787,Personal,Sole Trader
30078,2014-11-19,91,-143819.06313672985,Personal,Sole Trader
30079,2014-11-20,91,206808.983752486,Personal,Sole Trader
30080,2014-11-21,91,143341.44867935177,Personal,Sole Trader
30081,2014-11-22,91,33809.003594036825,Personal,Sole Trader
30082,2014-11-23,91,-55553.68016572908,Personal,Sole Trader
30083,2014-11-24,91,-227290.5461612711,Personal,Sole Trader
30084,2014-01-02,92,-1008748.64217383,Limited Company,Sole Trader
30085,2014-01-03,92,-1010063.6903751385,Limited Company,Sole Trader
30086,2014-01-04,92,234278.82552591473,Limited Company,Sole Trader
30087,2014-01-04,92,-506056.9311590582,Limited Company,Sole Trader
30088,2014-01-06,92,-653076.0848799683,Limited Company,Sole Trader
30089,2014-01-07,92,11669.443561013119,Limited Company,Sole Trader
30090,2014-01-08,92,26113.00771686976,Limited Company,Sole Trader
30091,2014-01-09,92,-266907.9928429133,Limited Company,Sole Trader
30092,2014-01-10,92,-592462.6797613278,Limited Company,Sole Trader
30093,2014-01-11,92,-364833.67888392124,Limited Company,Sole Trader
30094,2014-01-12,92,-473347.2025312834,Limited Company,Sole Trader
30095,2014-01-13,92,-513771.63361510955,Limited Company,Sole Trader
30096,2014-01-13,92,-225184.07453634444,Limited Company,Sole Trader
30097,2014-01-14,92,-313658.2489427957,Limited Company,Sole Trader
30098,2014-01-14,92,-276813.47559211793,Limited Company,Sole Trader
30099,2014-01-16,92,-187574.67356974838,Limited Company,Sole Trader
30100,2014-01-15,92,-451215.74058435677,Limited Company,Sole Trader
30101,2014-01-16,92,229893.10454787588,Limited Company,Sole Trader
30102,2014-01-18,92,-29935.708720986004,Limited Company,Sole Trader
30103,2014-01-19,92,-476381.1909779937,Limited Company,Sole Trader
30104,2014-01-19,92,-204295.86366551992,Limited Company,Sole Trader
30105,2014-01-21,92,-436180.7529556134,Limited Company,Sole Trader
30106,2014-01-22,92,-13933.829857463716,Limited Company,Sole Trader
30107,2014-01-22,92,-204295.86366551992,Limited Company,Sole Trader
30108,2014-01-24,92,-348436.43121192313,Limited Company,Sole Trader
30109,2014-01-25,92,-444543.48450637027,Limited Company,Sole Trader
30110,2014-01-26,92,-461062.1832246097,Limited Company,Sole Trader
30111,2014-01-27,92,-406174.5906165719,Limited Company,Sole Trader
30112,2014-01-29,92,-392200.7356995625,Limited Company,Sole Trader
30113,2014-01-29,92,-555132.8512986486,Limited Company,Sole Trader
30114,2014-01-31,92,-449961.4280287764,Limited Company,Sole Trader
30115,2014-02-01,92,-749235.6745079705,Limited Company,Sole Trader
30116,2014-02-03,92,-185581.22718554418,Limited Company,Sole Trader
30117,2014-02-04,92,-819757.2499281392,Limited Company,Sole Trader
30118,2014-02-05,92,-519179.04962558945,Limited Company,Sole Trader
30119,2014-02-06,92,-96063.03992749864,Limited Company,Sole Trader
30120,2014-02-07,92,-204295.86366551992,Limited Company,Sole Trader
30121,2014-02-08,92,-89608.11623514316,Limited Company,Sole Trader
30122,2014-02-09,92,-661119.3064437639,Limited Company,Sole Trader
30123,2014-02-10,92,-545047.8592871903,Limited Company,Sole Trader
30124,2014-02-12,92,-141241.18926683126,Limited Company,Sole Trader
30125,2014-02-12,92,-435897.9677891026,Limited Company,Sole Trader
30126,2014-02-12,92,-85128.00194103495,Limited Company,Sole Trader
30127,2014-02-13,92,83340.13739836076,Limited Company,Sole Trader
30128,2014-02-15,92,-76021.39032400578,Limited Company,Sole Trader
30129,2014-02-15,92,53840.7127968455,Limited Company,Sole Trader
30130,2014-02-17,92,74635.11999349459,Limited Company,Sole Trader
30131,2014-02-17,92,-476997.678027351,Limited Company,Sole Trader
30132,2014-02-19,92,79615.46318842849,Limited Company,Sole Trader
30133,2014-02-20,92,-204295.86366551992,Limited Company,Sole Trader
30134,2014-02-22,92,-116235.53435710543,Limited Company,Sole Trader
30135,2014-02-23,92,-252208.534227692,Limited Company,Sole Trader
30136,2014-02-24,92,-193370.62436323374,Limited Company,Sole Trader
30137,2014-02-25,92,-445258.1203592244,Limited Company,Sole Trader
30138,2014-02-26,92,327267.528561735,Limited Company,Sole Trader
30139,2014-02-27,92,-104514.55686970262,Limited Company,Sole Trader
30140,2014-02-28,92,9531.083191427198,Limited Company,Sole Trader
30141,2014-03-01,92,-79331.02749885389,Limited Company,Sole Trader
30142,2014-03-03,92,-548995.9192021112,Limited Company,Sole Trader
30143,2014-03-04,92,-204295.86366551992,Limited Company,Sole Trader
30144,2014-03-05,92,-515206.69545237726,Limited Company,Sole Trader
30145,2014-03-06,92,-321214.3706278505,Limited Company,Sole Trader
30146,2014-03-06,92,-294245.98259076977,Limited Company,Sole Trader
30147,2014-03-07,92,-194951.3960759074,Limited Company,Sole Trader
30148,2014-03-09,92,-281670.59628447675,Limited Company,Sole Trader
30149,2014-03-10,92,-309087.9320921734,Limited Company,Sole Trader
30150,2014-03-11,92,-204295.86366551992,Limited Company,Sole Trader
30151,2014-03-12,92,-194540.03101673786,Limited Company,Sole Trader
30152,2014-03-13,92,-163825.50631091555,Limited Company,Sole Trader
30153,2014-03-14,92,-57695.563202767225,Limited Company,Sole Trader
30154,2014-03-15,92,-161697.09646462146,Limited Company,Sole Trader
30155,2014-03-15,92,-543288.6513086709,Limited Company,Sole Trader
30156,2014-03-16,92,-278852.89759481244,Limited Company,Sole Trader
30157,2014-03-17,92,-479327.07224796753,Limited Company,Sole Trader
30158,2014-03-18,92,-61238.31390852807,Limited Company,Sole Trader
30159,2014-03-19,92,-262545.650027176,Limited Company,Sole Trader
30160,2014-03-20,92,-84027.6238795529,Limited Company,Sole Trader
30161,2014-03-21,92,-334065.81056658615,Limited Company,Sole Trader
30162,2014-03-21,92,152898.89087201434,Limited Company,Sole Trader
30163,2014-03-22,92,-53965.483520365146,Limited Company,Sole Trader
30164,2014-03-22,92,-601179.7025788329,Limited Company,Sole Trader
30165,2014-03-23,92,7002.071148517018,Limited Company,Sole Trader
30166,2014-03-24,92,182803.42223053722,Limited Company,Sole Trader
30167,2014-03-26,92,-258468.9722598179,Limited Company,Sole Trader
30168,2014-03-26,92,-457885.4052747922,Limited Company,Sole Trader
30169,2014-03-27,92,-15349.51702374412,Limited Company,Sole Trader
30170,2014-03-28,92,38760.780790263205,Limited Company,Sole Trader
30171,2014-03-30,92,-433818.84491931694,Limited Company,Sole Trader
30172,2014-03-31,92,-400937.11294283974,Limited Company,Sole Trader
30173,2014-04-01,92,-941469.499936511,Limited Company,Sole Trader
30174,2014-04-01,92,-232665.74191169217,Limited Company,Sole Trader
30175,2014-04-01,92,-243134.79071760946,Limited Company,Sole Trader
30176,2014-04-03,92,-452065.8776628307,Limited Company,Sole Trader
30177,2014-04-04,92,-626833.6700162776,Limited Company,Sole Trader
30178,2014-04-05,92,-84791.83014192895,Limited Company,Sole Trader
30179,2014-04-06,92,-132900.3276098404,Limited Company,Sole Trader
30180,2014-04-07,92,-318472.4801466628,Limited Company,Sole Trader
30181,2014-04-08,92,-303844.3201182226,Limited Company,Sole Trader
30182,2014-04-09,92,-745372.4015544862,Limited Company,Sole Trader
30183,2014-04-10,92,-270860.4915212761,Limited Company,Sole Trader
30184,2014-04-11,92,115563.79865337216,Limited Company,Sole Trader
30185,2014-04-11,92,33513.382961062074,Limited Company,Sole Trader
30186,2014-04-13,92,254568.53975177708,Limited Company,Sole Trader
30187,2014-04-13,92,-69681.86435853402,Limited Company,Sole Trader
30188,2014-04-14,92,-204295.86366551992,Limited Company,Sole Trader
30189,2014-04-15,92,-538630.6726760473,Limited Company,Sole Trader
30190,2014-04-17,92,-418743.6300478863,Limited Company,Sole Trader
30191,2014-04-18,92,-463856.1241541866,Limited Company,Sole Trader
30192,2014-04-19,92,-204295.86366551992,Limited Company,Sole Trader
30193,2014-04-20,92,-502269.39555579715,Limited Company,Sole Trader
30194,2014-04-21,92,-746017.7380355643,Limited Company,Sole Trader
30195,2014-04-22,92,-178295.45757418923,Limited Company,Sole Trader
30196,2014-04-23,92,-286925.53039505205,Limited Company,Sole Trader
30197,2014-04-23,92,-586780.6171608646,Limited Company,Sole Trader
30198,2014-04-24,92,-168595.20816385618,Limited Company,Sole Trader
30199,2014-04-25,92,-62280.35538228811,Limited Company,Sole Trader
30200,2014-04-25,92,-327000.3519181548,Limited Company,Sole Trader
30201,2014-04-27,92,-198957.2763255616,Limited Company,Sole Trader
30202,2014-04-28,92,-546359.9516870736,Limited Company,Sole Trader
30203,2014-04-29,92,19688.937732544233,Limited Company,Sole Trader
30204,2014-05-01,92,-372396.8863943111,Limited Company,Sole Trader
30205,2014-05-02,92,100607.80785450607,Limited Company,Sole Trader
30206,2014-05-03,92,296509.2564764249,Limited Company,Sole Trader
30207,2014-05-04,92,-396242.9358653622,Limited Company,Sole Trader
30208,2014-05-05,92,-362863.708092117,Limited Company,Sole Trader
30209,2014-05-06,92,-18548.969614633505,Limited Company,Sole Trader
30210,2014-05-07,92,-275738.3888657779,Limited Company,Sole Trader
30211,2014-05-08,92,-130046.85562484215,Limited Company,Sole Trader
30212,2014-05-09,92,-416212.97814254137,Limited Company,Sole Trader
30213,2014-05-10,92,-164638.50354202662,Limited Company,Sole Trader
30214,2014-05-12,92,-199378.55900954816,Limited Company,Sole Trader
30215,2014-05-13,92,-168066.62836973488,Limited Company,Sole Trader
30216,2014-05-13,92,-389604.5905229073,Limited Company,Sole Trader
30217,2014-05-14,92,289125.5430443774,Limited Company,Sole Trader
30218,2014-05-15,92,-179836.62205389232,Limited Company,Sole Trader
30219,2014-05-16,92,-204295.86366551992,Limited Company,Sole Trader
30220,2014-05-17,92,-204295.86366551992,Limited Company,Sole Trader
30221,2014-05-18,92,-204295.86366551992,Limited Company,Sole Trader
30222,2014-05-19,92,-261321.10806061013,Limited Company,Sole Trader
30223,2014-05-19,92,-336669.68941546406,Limited Company,Sole Trader
30224,2014-05-21,92,-357496.5496921473,Limited Company,Sole Trader
30225,2014-05-22,92,364368.2216782965,Limited Company,Sole Trader
30226,2014-05-23,92,-204295.86366551992,Limited Company,Sole Trader
30227,2014-05-24,92,88856.75609986013,Limited Company,Sole Trader
30228,2014-05-25,92,-380143.15114092594,Limited Company,Sole Trader
30229,2014-05-27,92,-350667.0287821551,Limited Company,Sole Trader
30230,2014-05-28,92,-303137.8734549342,Limited Company,Sole Trader
30231,2014-05-29,92,-676749.7058527968,Limited Company,Sole Trader
30232,2014-05-31,92,-625692.8521373481,Limited Company,Sole Trader
30233,2014-06-01,92,34249.66094901072,Limited Company,Sole Trader
30234,2014-06-02,92,-120573.0767841703,Limited Company,Sole Trader
30235,2014-06-03,92,-384834.7975664981,Limited Company,Sole Trader
30236,2014-06-04,92,-109549.33944842429,Limited Company,Sole Trader
30237,2014-06-06,92,-38530.07590194288,Limited Company,Sole Trader
30238,2014-06-07,92,-297018.4939600122,Limited Company,Sole Trader
30239,2014-06-07,92,-74215.47663392122,Limited Company,Sole Trader
30240,2014-06-08,92,391984.55782922177,Limited Company,Sole Trader
30241,2014-06-10,92,-86311.5675919495,Limited Company,Sole Trader
30242,2014-06-11,92,-241501.25997401314,Limited Company,Sole Trader
30243,2014-06-12,92,79846.0359448283,Limited Company,Sole Trader
30244,2014-06-13,92,-318697.28301671834,Limited Company,Sole Trader
30245,2014-06-14,92,-279514.85033630114,Limited Company,Sole Trader
30246,2014-06-15,92,-240658.32260020994,Limited Company,Sole Trader
30247,2014-06-16,92,-204295.86366551992,Limited Company,Sole Trader
30248,2014-06-17,92,-120057.88666928021,Limited Company,Sole Trader
30249,2014-06-18,92,-242553.23931780548,Limited Company,Sole Trader
30250,2014-06-19,92,31717.632369029365,Limited Company,Sole Trader
30251,2014-06-21,92,-322486.26615286927,Limited Company,Sole Trader
30252,2014-06-21,92,17542.540012506943,Limited Company,Sole Trader
30253,2014-06-23,92,123996.80134623667,Limited Company,Sole Trader
30254,2014-06-24,92,52419.458196373336,Limited Company,Sole Trader
30255,2014-06-25,92,155579.39786058606,Limited Company,Sole Trader
30256,2014-06-26,92,-152444.516845692,Limited Company,Sole Trader
30257,2014-06-27,92,30281.355818847078,Limited Company,Sole Trader
30258,2014-06-28,92,8812.033881650132,Limited Company,Sole Trader
30259,2014-06-29,92,-204295.86366551992,Limited Company,Sole Trader
30260,2014-06-30,92,-27340.919973752083,Limited Company,Sole Trader
30261,2014-07-01,92,-440519.1811108452,Limited Company,Sole Trader
30262,2014-07-02,92,-451857.331700615,Limited Company,Sole Trader
30263,2014-07-02,92,-247127.94684948356,Limited Company,Sole Trader
30264,2014-07-04,92,-233957.56885111734,Limited Company,Sole Trader
30265,2014-07-05,92,-204295.86366551992,Limited Company,Sole Trader
30266,2014-07-06,92,-218438.53837113487,Limited Company,Sole Trader
30267,2014-07-08,92,474450.72926175717,Limited Company,Sole Trader
30268,2014-07-08,92,-508349.15516448906,Limited Company,Sole Trader
30269,2014-07-10,92,108695.20447796141,Limited Company,Sole Trader
30270,2014-07-12,92,-446893.569336965,Limited Company,Sole Trader
30271,2014-07-13,92,-168504.69180650578,Limited Company,Sole Trader
30272,2014-07-14,92,-539602.1393294712,Limited Company,Sole Trader
30273,2014-07-15,92,4194.545679512201,Limited Company,Sole Trader
30274,2014-07-16,92,-204295.86366551992,Limited Company,Sole Trader
30275,2014-07-17,92,-665449.2316085937,Limited Company,Sole Trader
30276,2014-07-18,92,-154590.33251579106,Limited Company,Sole Trader
30277,2014-07-19,92,-341869.1263297551,Limited Company,Sole Trader
30278,2014-07-21,92,-444499.1272397734,Limited Company,Sole Trader
30279,2014-07-22,92,-742338.5750694978,Limited Company,Sole Trader
30280,2014-07-23,92,35860.57272587705,Limited Company,Sole Trader
30281,2014-07-25,92,39598.6897587305,Limited Company,Sole Trader
30282,2014-07-25,92,-671088.7387666167,Limited Company,Sole Trader
30283,2014-07-26,92,77827.0008738832,Limited Company,Sole Trader
30284,2014-07-27,92,222461.9768217298,Limited Company,Sole Trader
30285,2014-07-28,92,-92257.93147740688,Limited Company,Sole Trader
30286,2014-07-30,92,-323736.00328980474,Limited Company,Sole Trader
30287,2014-07-30,92,-464898.3680800991,Limited Company,Sole Trader
30288,2014-08-01,92,-13753.687932233646,Limited Company,Sole Trader
30289,2014-08-03,92,-67444.38341511958,Limited Company,Sole Trader
30290,2014-08-04,92,-6467.880361100106,Limited Company,Sole Trader
30291,2014-08-05,92,-157804.29080340188,Limited Company,Sole Trader
30292,2014-08-06,92,-378375.15673899103,Limited Company,Sole Trader
30293,2014-08-07,92,-293429.63477653597,Limited Company,Sole Trader
30294,2014-08-08,92,-141416.89242861938,Limited Company,Sole Trader
30295,2014-08-10,92,-803097.7457378863,Limited Company,Sole Trader
30296,2014-08-11,92,-928585.2020134365,Limited Company,Sole Trader
30297,2014-08-12,92,142147.38588433387,Limited Company,Sole Trader
30298,2014-08-13,92,22698.348487949843,Limited Company,Sole Trader
30299,2014-08-14,92,-66414.2056374918,Limited Company,Sole Trader
30300,2014-08-15,92,-404359.76903178054,Limited Company,Sole Trader
30301,2014-08-15,92,-460135.72168467054,Limited Company,Sole Trader
30302,2014-08-16,92,86060.30476359307,Limited Company,Sole Trader
30303,2014-08-17,92,272366.7968090046,Limited Company,Sole Trader
30304,2014-08-19,92,-81837.02073203305,Limited Company,Sole Trader
30305,2014-08-19,92,-62689.32897540709,Limited Company,Sole Trader
30306,2014-08-20,92,124270.2737137358,Limited Company,Sole Trader
30307,2014-08-21,92,-273834.2150235126,Limited Company,Sole Trader
30308,2014-08-23,92,-413788.10748684,Limited Company,Sole Trader
30309,2014-08-24,92,-204295.86366551992,Limited Company,Sole Trader
30310,2014-08-25,92,-326127.43897253275,Limited Company,Sole Trader
30311,2014-08-26,92,-212271.18277739134,Limited Company,Sole Trader
30312,2014-08-27,92,30528.124747441063,Limited Company,Sole Trader
30313,2014-08-29,92,-4959.247411640215,Limited Company,Sole Trader
30314,2014-08-29,92,-56808.60007776672,Limited Company,Sole Trader
30315,2014-08-30,92,11163.454896450829,Limited Company,Sole Trader
30316,2014-08-30,92,-317183.34582086484,Limited Company,Sole Trader
30317,2014-09-01,92,-171727.47700796247,Limited Company,Sole Trader
30318,2014-09-02,92,44131.16830206409,Limited Company,Sole Trader
30319,2014-09-03,92,-418597.47983904876,Limited Company,Sole Trader
30320,2014-09-04,92,-56132.71356688722,Limited Company,Sole Trader
30321,2014-09-06,92,-204295.86366551992,Limited Company,Sole Trader
30322,2014-09-06,92,-390789.4012545593,Limited Company,Sole Trader
30323,2014-09-08,92,-204295.86366551992,Limited Company,Sole Trader
30324,2014-09-10,92,-640836.5160815145,Limited Company,Sole Trader
30325,2014-09-10,92,-358651.9340034439,Limited Company,Sole Trader
30326,2014-09-11,92,-102512.41643087761,Limited Company,Sole Trader
30327,2014-09-13,92,-590942.1426253051,Limited Company,Sole Trader
30328,2014-09-14,92,-508294.08817902877,Limited Company,Sole Trader
30329,2014-09-15,92,-299008.4670244763,Limited Company,Sole Trader
30330,2014-09-16,92,-365236.133517732,Limited Company,Sole Trader
30331,2014-09-17,92,723490.1992356498,Limited Company,Sole Trader
30332,2014-09-18,92,100269.99619296537,Limited Company,Sole Trader
30333,2014-09-19,92,90853.56192446867,Limited Company,Sole Trader
30334,2014-09-19,92,-215579.38254195722,Limited Company,Sole Trader
30335,2014-09-21,92,61010.960679373355,Limited Company,Sole Trader
30336,2014-09-22,92,-91861.76298292895,Limited Company,Sole Trader
30337,2014-09-23,92,-31796.770377391833,Limited Company,Sole Trader
30338,2014-09-24,92,-332886.9114377851,Limited Company,Sole Trader
30339,2014-09-25,92,-177117.33535552307,Limited Company,Sole Trader
30340,2014-09-26,92,-530515.0339773283,Limited Company,Sole Trader
30341,2014-09-27,92,-630076.6295747237,Limited Company,Sole Trader
30342,2014-09-29,92,-139248.80702175328,Limited Company,Sole Trader
30343,2014-09-29,92,-378464.62034514884,Limited Company,Sole Trader
30344,2014-10-01,92,-204295.86366551992,Limited Company,Sole Trader
30345,2014-10-01,92,44098.067375142185,Limited Company,Sole Trader
30346,2014-10-02,92,-251748.19346219834,Limited Company,Sole Trader
30347,2014-10-04,92,131505.6706989149,Limited Company,Sole Trader
30348,2014-10-05,92,-529368.1830242565,Limited Company,Sole Trader
30349,2014-10-06,92,-204295.86366551992,Limited Company,Sole Trader
30350,2014-10-07,92,-298481.37272302347,Limited Company,Sole Trader
30351,2014-10-08,92,91693.94080919557,Limited Company,Sole Trader
30352,2014-10-09,92,-87872.45344195096,Limited Company,Sole Trader
30353,2014-10-10,92,309156.60440029827,Limited Company,Sole Trader
30354,2014-10-12,92,-327786.2509286635,Limited Company,Sole Trader
30355,2014-10-13,92,28515.79084274135,Limited Company,Sole Trader
30356,2014-10-14,92,-82571.30456628029,Limited Company,Sole Trader
30357,2014-10-15,92,-142345.72772004572,Limited Company,Sole Trader
30358,2014-10-15,92,-366730.97947561165,Limited Company,Sole Trader
30359,2014-10-16,92,-322278.4793862252,Limited Company,Sole Trader
30360,2014-10-18,92,-103135.36170389729,Limited Company,Sole Trader
30361,2014-10-19,92,-128915.82630748257,Limited Company,Sole Trader
30362,2014-10-20,92,-154409.0568585074,Limited Company,Sole Trader
30363,2014-10-21,92,-6333.047227583331,Limited Company,Sole Trader
30364,2014-10-22,92,229580.96381926304,Limited Company,Sole Trader
30365,2014-10-23,92,-43017.45822832323,Limited Company,Sole Trader
30366,2014-10-24,92,-201391.41169788848,Limited Company,Sole Trader
30367,2014-10-25,92,-382819.8520290321,Limited Company,Sole Trader
30368,2014-10-26,92,-201871.8028184282,Limited Company,Sole Trader
30369,2014-10-27,92,-462698.4825013904,Limited Company,Sole Trader
30370,2014-10-27,92,-67107.80671170872,Limited Company,Sole Trader
30371,2014-10-28,92,-277102.911311836,Limited Company,Sole Trader
30372,2014-10-29,92,-525278.0016983314,Limited Company,Sole Trader
30373,2014-10-31,92,170131.3751440677,Limited Company,Sole Trader
30374,2014-11-01,92,-204295.86366551992,Limited Company,Sole Trader
30375,2014-11-02,92,-405508.1181307803,Limited Company,Sole Trader
30376,2014-11-03,92,-170023.77128703095,Limited Company,Sole Trader
30377,2014-11-04,92,-350004.4636229053,Limited Company,Sole Trader
30378,2014-11-05,92,-230182.9952469155,Limited Company,Sole Trader
30379,2014-11-06,92,-200324.43064960127,Limited Company,Sole Trader
30380,2014-11-07,92,-247025.57691860857,Limited Company,Sole Trader
30381,2014-11-08,92,-204295.86366551992,Limited Company,Sole Trader
30382,2014-11-09,92,67668.84265453753,Limited Company,Sole Trader
30383,2014-11-10,92,-307383.57852435415,Limited Company,Sole Trader
30384,2014-11-11,92,54123.13354948198,Limited Company,Sole Trader
30385,2014-11-11,92,146648.82851270033,Limited Company,Sole Trader
30386,2014-11-13,92,-385216.33889296313,Limited Company,Sole Trader
30387,2014-11-14,92,-166090.47013402206,Limited Company,Sole Trader
30388,2014-11-15,92,59940.13050953811,Limited Company,Sole Trader
30389,2014-11-15,92,73693.89969164348,Limited Company,Sole Trader
30390,2014-11-17,92,-106909.79865289626,Limited Company,Sole Trader
30391,2014-11-17,92,-499633.2458338223,Limited Company,Sole Trader
30392,2014-11-19,92,-204295.86366551992,Limited Company,Sole Trader
30393,2014-11-20,92,-559439.0085807835,Limited Company,Sole Trader
30394,2014-11-21,92,-290146.4479754025,Limited Company,Sole Trader
30395,2014-11-22,92,-568623.8983225487,Limited Company,Sole Trader
30396,2014-11-24,92,-105571.2963697289,Limited Company,Sole Trader
30397,2014-11-24,92,-229452.93254004637,Limited Company,Sole Trader
30398,2014-11-25,92,-226401.66227147443,Limited Company,Sole Trader
30399,2014-11-27,92,-432289.88577375334,Limited Company,Sole Trader
30400,2014-11-28,92,-221847.1999550391,Limited Company,Sole Trader
30401,2014-11-29,92,-255902.24844221427,Limited Company,Sole Trader
30402,2014-11-30,92,-663638.4995572814,Limited Company,Sole Trader
30403,2014-12-01,92,-443631.47805011447,Limited Company,Sole Trader
30404,2014-12-02,92,-793482.0783061855,Limited Company,Sole Trader
30405,2014-12-03,92,-510537.723667877,Limited Company,Sole Trader
30406,2014-12-05,92,8171.961156535079,Limited Company,Sole Trader
30407,2014-12-06,92,-564440.4270447851,Limited Company,Sole Trader
30408,2014-12-08,92,-291386.90268114925,Limited Company,Sole Trader
30409,2014-12-08,92,-569530.6410228414,Limited Company,Sole Trader
30410,2014-12-09,92,62308.47652428178,Limited Company,Sole Trader
30411,2014-01-02,93,-204295.86366551992,Sole Trader,Limited Company
30412,2014-01-03,93,-687269.6460685306,Sole Trader,Limited Company
30413,2014-01-04,93,-210138.35188221862,Sole Trader,Limited Company
30414,2014-01-05,93,-403586.56377122906,Sole Trader,Limited Company
30415,2014-01-06,93,-191318.77179838013,Sole Trader,Limited Company
30416,2014-01-07,93,-48805.68673751943,Sole Trader,Limited Company
30417,2014-01-08,93,-54938.448319716874,Sole Trader,Limited Company
